sku;product-id;product-id-type;price;quantity;state;discount-price;discount-start-date;discount-end-date;update-delete;canon;tipo-iva
COO-PCM680-1;8436624423246;EAN;48.98;5;Nuevo;;;;update;0,00;21,00
COO-PCA780-1;8436624423888;EAN;54.31;6;Nuevo;;;;update;0,00;21,00
R-CG530U-BKAGA4-G;6933412765592;EAN;95.69;46;Nuevo;;;;update;0,00;21,00
R-CG530U-WHAGA4-G;6933412765608;EAN;97.51;13;Nuevo;;;;update;0,00;21,00
R-CG330-WHNGM3-G;6933412765509;EAN;67.8;8;Nuevo;;;;update;0,00;21,00
R-CG330-BKNGM3-G;6933412765493;EAN;69.27;38;Nuevo;;;;update;0,00;21,00
R-CG380-WHAGM3-G;6933412765462;EAN;63.5;8;Nuevo;;;;update;0,00;21,00
R-CG380-BKAGM3-G;6933412765455;EAN;63.5;38;Nuevo;;;;update;0,00;21,00
COO-PCT100-0;8436624423222;EAN;32.57;8;Nuevo;;;;update;0,00;21,00
COO-PCM460-0;8436624423307;EAN;34.77;3;Nuevo;;;;update;0,00;21,00
COO-PCM460-1;8436624423314;EAN;51.19;0;Nuevo;;;;update;0,00;21,00
COO-PCA780-2;8436624423895;EAN;77.92;0;Nuevo;;;;update;0,00;21,00
COO-PCA780-3;8436624423901;EAN;71.89;0;Nuevo;;;;update;0,00;21,00
COO-FA500B-BKB;8436556148330;EAN;22.98;38;Nuevo;;;;update;0,00;21,00
COO-FA500E85;8437013799713;EAN;48.3;0;Nuevo;;;;update;0,00;21,00
51991;6940533540595;EAN;35.33;0;Nuevo;;;;update;0,00;21,00
52014;6940533541271;EAN;31.71;0;Nuevo;;;;update;0,00;21,00
52011;6940533541240;EAN;39.17;18;Nuevo;;;;update;0,00;21,00
COO-FA300SBZ;8436556140624;EAN;39.55;0;Nuevo;;;;update;0,00;21,00
COO-FA500SGR;8436556140617;EAN;30.62;0;Nuevo;;;;update;0,00;21,00
TQEP-500SSE;8433281007109;EAN;29.54;6;Nuevo;;;;update;0,00;21,00
TQEP-500SSE-O;8433281007192;EAN;27.17;3;Nuevo;;;;update;0,00;21,00
COO-FA300TBZ;8436556140648;EAN;40.34;8;Nuevo;;;;update;0,00;21,00
COO-FA500TGR;8436556140631;EAN;30.93;2;Nuevo;;;;update;0,00;21,00
52038;6940533541929;EAN;45.38;0;Nuevo;;;;update;0,00;21,00
TQXGEII-800SAP;8433281007604;EAN;85.69;6;Nuevo;;;;update;0,00;21,00
52002;6940533541646;EAN;40.29;0;Nuevo;;;;update;0,00;21,00
COO-PWEP500-85S;8436556145322;EAN;43.54;27;Nuevo;;;;update;0,00;21,00
DG-PWS650-85B;8436556145339;EAN;58.64;11;Nuevo;;;;update;0,00;21,00
DG-PWS800-85B;8436556145346;EAN;61.99;0;Nuevo;;;;update;0,00;21,00
TQEP-500S-SFX;8433281007376;EAN;28.61;0;Nuevo;;;;update;0,00;21,00
52099;6940533542759;EAN;24.14;59;Nuevo;;;;update;0,00;21,00
52017;6940533542773;EAN;26.14;0;Nuevo;;;;update;0,00;21,00
TQEP-500S-INT;8433281007277;EAN;28.75;1;Nuevo;;;;update;0,00;21,00
TQEP-TFX500S-O;8433281007321;EAN;32.77;6;Nuevo;;;;update;0,00;21,00
52500;6940533544357;EAN;53.76;0;Nuevo;;;;update;0,00;21,00
TQAPOLO-600SP;8433281010284;EAN;47.22;0;Nuevo;;;;update;0,00;21,00
TQAPOLO-750SP;8433281010314;EAN;57.09;0;Nuevo;;;;update;0,00;21,00
COO-FA500-AGLD;8436556143724;EAN;78.12;0;Nuevo;;;;update;0,00;21,00
TQAPOLO-500SP;8433281010260;EAN;36.45;0;Nuevo;;;;update;0,00;21,00
TQAPOLO-700SP;8433281010307;EAN;51.37;1;Nuevo;;;;update;0,00;21,00
TQAPOLO-650SP;8433281010291;EAN;51.14;1;Nuevo;;;;update;0,00;21,00
AB53004;6940533545170;EAN;206.59;0;Nuevo;;;;update;0,00;21,00
CP-9020259-EU;0840006697305;EAN;290.49;0;Nuevo;;;;update;0,00;21,00
UK212501;6974560220830;EAN;50.66;0;Nuevo;;;;update;0,00;21,00
UK212601;6974560220847;EAN;51.61;0;Nuevo;;;;update;0,00;21,00
UK212701;6974560220854;EAN;61.38;67;Nuevo;;;;update;0,00;21,00
UKPSU1U40003;6940533543152;EAN;65.66;0;Nuevo;;;;update;0,00;21,00
CP-9020277-EU;0840006670773;EAN;79.74;0;Nuevo;;;;update;0,00;21,00
CP-9020278-EU;0840006670896;EAN;78.86;12;Nuevo;;;;update;0,00;21,00
CP-9020279-EU;0840006671015;EAN;85.9;33;Nuevo;;;;update;0,00;21,00
DG-PWS850-MGL5;8436556142970;EAN;117.88;3;Nuevo;;;;update;0,00;21,00
CP-9020273-EU;0840006668015;EAN;172.14;0;Nuevo;;;;update;0,00;21,00
CP-9020276-EU;0840006668688;EAN;267.4;0;Nuevo;;;;update;0,00;21,00
NXURVX650BZ;8436532166952;EAN;73.84;0;Nuevo;;;;update;0,00;21,00
NXURVX750BZ;8436532166969;EAN;86.04;0;Nuevo;;;;update;0,00;21,00
NXHM650BZ;8436532162206;EAN;81.82;0;Nuevo;;;;update;0,00;21,00
AB211001;8436617920134;EAN;154.01;5;Nuevo;;;;update;0,00;21,00
AB218501;8436617920110;EAN;121.05;15;Nuevo;;;;update;0,00;21,00
GP-P650G;4719331553753;EAN;67.34;0;Nuevo;;;;update;0,00;21,00
CP-9020285-EU;0840006676850;EAN;167.79;2;Nuevo;;;;update;0,00;21,00
CP-9020270-EU;0840006667445;EAN;187.13;5;Nuevo;;;;update;0,00;21,00
CP-9020271-EU;0840006667636;EAN;228.4;0;Nuevo;;;;update;0,00;21,00
CP-9020284-EU;0840006676300;EAN;191.55;2;Nuevo;;;;update;0,00;21,00
CP-9020256-EU;0840006663287;EAN;216.38;10;Nuevo;;;;update;0,00;21,00
CP-9020257-EU;0840006663379;EAN;245.63;4;Nuevo;;;;update;0,00;21,00
R-PL750D-FC0B-EU-V2;6933412721338;EAN;82.25;24;Nuevo;;;;update;0,00;21,00
UK210551;8436617920325;EAN;39.59;0;Nuevo;;;;update;0,00;21,00
NXHUMMER750XGD;8436587975097;EAN;119.51;1;Nuevo;;;;update;0,00;21,00
NXHUMMER850XGD;8436587975103;EAN;147.57;0;Nuevo;;;;update;0,00;21,00
CP-9020295-EU;0840006691082;EAN;150.62;0;Nuevo;;;;update;0,00;21,00
CP-9020296-EU;0840006691204;EAN;163.71;0;Nuevo;;;;update;0,00;21,00
CP-9020297-EU;0840006691327;EAN;205.59;12;Nuevo;;;;update;0,00;21,00
UKPSU1U40004;6940533544630;EAN;61.73;0;Nuevo;;;;update;0,00;21,00
UKPSU2U600W;6940533543152;EAN;76.36;0;Nuevo;;;;update;0,00;21,00
PSUCRPS1200WR;6974560220748;EAN;708.76;0;Nuevo;;;;update;0,00;21,00
PSUCRPS2000WR;8436617920486;EAN;1031.57;0;Nuevo;;;;update;0,00;21,00
52004V2;6974560221684;EAN;43.47;0;Nuevo;;;;update;0,00;21,00
UK212702;6974560220823;EAN;58.29;0;Nuevo;;;;update;0,00;21,00
UK521203;6974560220250;EAN;80.32;0;Nuevo;;;;update;0,00;21,00
UK521204;6974560220038;EAN;84.95;0;Nuevo;;;;update;0,00;21,00
UK521205;6974560220274;EAN;115.34;0;Nuevo;;;;update;0,00;21,00
90-UXS100-GFEABA;4710483949180;EAN;162.87;0;Nuevo;;;;update;0,00;21,00
COO-FACPO-750;8436556143052;EAN;60.31;9;Nuevo;;;;update;0,00;21,00
COO-FACPO-650;8436556143045;EAN;55.42;7;Nuevo;;;;update;0,00;21,00
COO-FAPW3-650;8436556143014;EAN;48.13;2;Nuevo;;;;update;0,00;21,00
COO-FAPW3-750;8436556143021;EAN;53.46;3;Nuevo;;;;update;0,00;21,00
COO-FAPW3-850;8436556143038;EAN;55.42;4;Nuevo;;;;update;0,00;21,00
CP-9020302-EU;0840440485735;EAN;96.71;1;Nuevo;;;;update;0,00;21,00
CP-9020258-EU;0840006696261;EAN;251.21;3;Nuevo;;;;update;0,00;21,00
CP-9020292-EU;0840006686873;EAN;151.55;0;Nuevo;;;;update;0,00;21,00
CP-9020293-EU;0840006687078;EAN;165.6;34;Nuevo;;;;update;0,00;21,00
CP-9020294-EU;0840006687276;EAN;198.19;4;Nuevo;;;;update;0,00;21,00
CP-9020307-EU;0840440495161;EAN;334.77;0;Nuevo;;;;update;0,00;21,00
CP-9020309-EU;0840440495901;EAN;382.7;1;Nuevo;;;;update;0,00;21,00
EXPS-XL1-550-BK;6977277369311;EAN;56.4;38;Nuevo;;;;update;0,00;21,00
EXPS-XL1-650-BK;6977277361230;EAN;58.26;0;Nuevo;;;;update;0,00;21,00
EXPS-XL1-750-BK;6977277363678;EAN;63.36;0;Nuevo;;;;update;0,00;21,00
EXPS-NL1-100-BK;6977277368321;EAN;141.66;7;Nuevo;;;;update;0,00;21,00
EXPS-NL1-750-BK;6977277366716;EAN;122.23;0;Nuevo;;;;update;0,00;21,00
EXPS-NL1-850-BK;6977277368741;EAN;120.1;0;Nuevo;;;;update;0,00;21,00
AB226501;8436617920561;EAN;67.05;2;Nuevo;;;;update;0,00;21,00
TQAPOLO-550SP;8433281010277;EAN;39.5;4;Nuevo;;;;update;0,00;21,00
GP-P650SS/PSU;4719331554095;EAN;60.04;13;Nuevo;;;;update;0,00;21,00
EXPS-XL5-750-BK;6977277367744;EAN;78.02;0;Nuevo;;;;update;0,00;21,00
EXPS-XL5-850-BK;6977277362657;EAN;88.27;0;Nuevo;;;;update;0,00;21,00
CP-9020298-EU;0840006677697;EAN;167.74;0;Nuevo;;;;update;0,00;21,00
CP-9020299-EU;0840006677284;EAN;185.35;2;Nuevo;;;;update;0,00;21,00
CP-9020300-EU;0840440485056;EAN;217.1;2;Nuevo;;;;update;0,00;21,00
CP-9020265-EU;0840006602392;EAN;286.79;1;Nuevo;;;;update;0,00;21,00
CP-9020267-EU;0840006602538;EAN;354.88;5;Nuevo;;;;update;0,00;21,00
CP-9020269-EU;0840006602675;EAN;364.49;0;Nuevo;;;;update;0,00;21,00
GP-UD750GM PG5 V2;4719331555870;EAN;103.07;23;Nuevo;;;;update;0,00;21,00
GP-P650G PG5;4719331556785;EAN;64.97;0;Nuevo;;;;update;0,00;21,00
GP-UD1000GMPG5V2;4719331556112;EAN;130.26;23;Nuevo;;;;update;0,00;21,00
TQHELIOS-650SP;8433281016323;EAN;52.13;0;Nuevo;;;;update;0,00;21,00
TQHELIOS-750SP;8433281016330;EAN;51.95;0;Nuevo;;;;update;0,00;21,00
TQHELIOS-850SP;8433281016347;EAN;58.51;3;Nuevo;;;;update;0,00;21,00
COO-FAPW2-750;8437012429307;EAN;61.26;0;Nuevo;;;;update;0,00;21,00
GP-UD750GMPG5;4719331556310;EAN;116.05;11;Nuevo;;;;update;0,00;21,00
ASPC-500ATX-SEO;8435739904053;EAN;24.86;0;Nuevo;;;;update;0,00;21,00
ASPC-500SFX-SEO;8435739904060;EAN;25.07;2;Nuevo;;;;update;0,00;21,00
ASPC-500TFX-SEO;8435739904077;EAN;28.21;48;Nuevo;;;;update;0,00;21,00
GP-P750BS/PSU;4719331555238;EAN;66.84;37;Nuevo;;;;update;0,00;21,00
28200-U85GB-1CEUR;4719331555993;EAN;117.05;35;Nuevo;;;;update;0,00;21,00
UK213850;8436617921407;EAN;87.93;3;Nuevo;;;;update;0,00;21,00
CP-9020312-EU;0840440497424;EAN;608.77;0;Nuevo;;;;update;0,00;21,00
COO-FAPW3-550;8436624423239;EAN;39.22;8;Nuevo;;;;update;0,00;21,00
GP-P550SS;4719331554187;EAN;50.81;12;Nuevo;;;;update;0,00;21,00
NXURPRO550BZ;8436587975561;EAN;54.33;6;Nuevo;;;;update;0,00;21,00
NXURPRO550BZWH;8436587976056;EAN;50.18;0;Nuevo;;;;update;0,00;21,00
NXURPRO650BZ;8436587975554;EAN;57.77;0;Nuevo;;;;update;0,00;21,00
NXURPRO650BZWH;8436587976049;EAN;58.37;7;Nuevo;;;;update;0,00;21,00
COO-FA550SGR;8436624423482;EAN;7.26;0;Nuevo;;;;update;0,00;21,00
COO-FA550TGR;8436624423499;EAN;7.26;0;Nuevo;;;;update;0,00;21,00
100-100000059WOF;0730143312745;EAN;468.34;0;Nuevo;;;;update;0,00;21,00
100-100000061WOF;0730143312738;EAN;340.78;0;Nuevo;;;;update;0,00;21,00
100-100000063WOF;0730143312714;EAN;261.96;8;Nuevo;;;;update;0,00;21,00
100-100000065BOX;0730143312042;EAN;195.33;0;Nuevo;;;;update;0,00;21,00
100-100000263BOX;0730143313377;EAN;226.09;5;Nuevo;;;;update;0,00;21,00
100-100000252BOX;0730143313414;EAN;225.22;0;Nuevo;;;;update;0,00;21,00
BX8071512600K;5032037234108;EAN;284.67;11;Nuevo;;;;update;0,00;21,00
BX8071512600KF;5032037234115;EAN;216.68;3;Nuevo;;;;update;0,00;21,00
BX8071512700K;5032037233989;EAN;416.16;0;Nuevo;;;;update;0,00;21,00
BX8071512700KF;5032037234047;EAN;360.45;0;Nuevo;;;;update;0,00;21,00
BX8071512900K;5032037234641;EAN;422.39;0;Nuevo;;;;update;0,00;21,00
BX8071512900KF;5032037234221;EAN;386.4;1;Nuevo;;;;update;0,00;21,00
BX8071512400;5032037237741;EAN;262.08;9;Nuevo;;;;update;0,00;21,00
BX8071512400F;5032037237758;EAN;181.08;1;Nuevo;;;;update;0,00;21,00
BX8071512500;5032037238564;EAN;273.54;0;Nuevo;;;;update;0,00;21,00
BX8071512600;5032037238540;EAN;329.64;130;Nuevo;;;;update;0,00;21,00
BX8071512700;5032037237840;EAN;434.84;0;Nuevo;;;;update;0,00;21,00
BX8071512900;5032037237925;EAN;588.99;0;Nuevo;;;;update;0,00;21,00
BX8071512900F;5032037237901;EAN;474.73;0;Nuevo;;;;update;0,00;21,00
BX8071512700F;5032037237826;EAN;312.55;0;Nuevo;;;;update;0,00;21,00
100-100000926WOF;0730143314275;EAN;246.2;1;Nuevo;;;;update;0,00;21,00
100-100000510BOX;0730143314060;EAN;71.95;13;Nuevo;;;;update;0,00;21,00
100-100000644BOX;0730143314114;EAN;97.95;35;Nuevo;;;;update;0,00;21,00
100-100000457BOX;0730143314121;EAN;108.17;1;Nuevo;;;;update;0,00;21,00
100-100000927BOX;0730143314190;EAN;177.43;8;Nuevo;;;;update;0,00;21,00
BX8071512100F;5032037238731;EAN;117.45;15;Nuevo;;;;update;0,00;21,00
BX8071512100;5032037238458;EAN;196.54;0;Nuevo;;;;update;0,00;21,00
100-100000514WOF;0730143314534;EAN;653.83;0;Nuevo;;;;update;0,00;21,00
100-100000589WOF;0730143314558;EAN;376.95;1;Nuevo;;;;update;0,00;21,00
100-100000591WOF;0730143314428;EAN;281.54;0;Nuevo;;;;update;0,00;21,00
100-100000593WOF;0730143314442;EAN;204.49;2;Nuevo;;;;update;0,00;21,00
BX80715G7400;5032037238410;EAN;130.26;0;Nuevo;;;;update;0,00;21,00
BX8071513900K;5032037258647;EAN;694.39;0;Nuevo;;;;update;0,00;21,00
BX8071513900KF;5032037258623;EAN;697.85;0;Nuevo;;;;update;0,00;21,00
BX8071513600KF;5032037258760;EAN;265.68;0;Nuevo;;;;update;0,00;21,00
BX8071513700;5032037260213;EAN;434.51;0;Nuevo;;;;update;0,00;21,00
100-100000910WOF;0730143314930;EAN;442.25;1;Nuevo;;;;update;0,00;21,00
BX8071513700F;5032037260237;EAN;387.1;0;Nuevo;;;;update;0,00;21,00
BX8071513400;5032037260275;EAN;283.52;0;Nuevo;;;;update;0,00;21,00
BX8071513400F;5032037260299;EAN;247.09;0;Nuevo;;;;update;0,00;21,00
BX8071513900F;5032037260183;EAN;643.31;0;Nuevo;;;;update;0,00;21,00
BX8071513100F;5032037260336;EAN;135.03;0;Nuevo;;;;update;0,00;21,00
BX8071514600KF;5032037278461;EAN;343.99;3;Nuevo;;;;update;0,00;21,00
BX8071514700KF;5032037278508;EAN;420.58;1;Nuevo;;;;update;0,00;21,00
BX8071514600K;5032037278447;EAN;424.75;0;Nuevo;;;;update;0,00;21,00
BX8071514700K;5032037278485;EAN;536.92;44;Nuevo;;;;update;0,00;21,00
BX8071514900KF;5032037278546;EAN;586.34;22;Nuevo;;;;update;0,00;21,00
BX8071514900K;5032037278522;EAN;590.54;0;Nuevo;;;;update;0,00;21,00
100-100001015BOX;0730143314572;EAN;206.49;0;Nuevo;;;;update;0,00;21,00
BX8071514100F;5032037279093;EAN;122.7;18;Nuevo;;;;update;0,00;21,00
BX8071514100;5032037279079;EAN;213.5;9;Nuevo;;;;update;0,00;21,00
BX8071514400F;5032037279147;EAN;220.7;2;Nuevo;;;;update;0,00;21,00
BX8071514400;5032037279130;EAN;296.86;11;Nuevo;;;;update;0,00;21,00
BX8071514700F;5032037279246;EAN;363.85;0;Nuevo;;;;update;0,00;21,00
BX8071514700;5032037279239;EAN;533.49;6;Nuevo;;;;update;0,00;21,00
BX8071514900F;5032037279208;EAN;676.14;0;Nuevo;;;;update;0,00;21,00
BX8071514900;5032037279192;EAN;706.86;17;Nuevo;;;;update;0,00;21,00
100-100001591BOX;0730143316736;EAN;174.68;0;Nuevo;;;;update;0,00;21,00
100-100001590BOX;0730143316699;EAN;268.97;0;Nuevo;;;;update;0,00;21,00
100-100001236BOX;0730143316125;EAN;376.64;0;Nuevo;;;;update;0,00;21,00
100-100000590BOX;0730143314466;EAN;380.09;1;Nuevo;;;;update;0,00;21,00
100-100001405WOF;0730143315609;EAN;235.44;3;Nuevo;;;;update;0,00;21,00
100-100001404WOF;0730143315593;EAN;369.54;0;Nuevo;;;;update;0,00;21,00
100-100000662WOF;0730143315296;EAN;482.55;27;Nuevo;;;;update;0,00;21,00
100-100001277WOF;0730143315272;EAN;684.09;2;Nuevo;;;;update;0,00;21,00
100-100001237BOX;0730143316163;EAN;207.42;0;Nuevo;;;;update;0,00;21,00
100-100001585BOX;0730143316613;EAN;173.81;7;Nuevo;;;;update;0,00;21,00
100-100001584BOX;0730143316651;EAN;168.74;0;Nuevo;;;;update;0,00;21,00
BX80768285K;5032037281928;EAN;756.73;161;Nuevo;;;;update;0,00;21,00
BX80768265K;5032037282062;EAN;383.78;1;Nuevo;;;;update;0,00;21,00
BX80768265KF;5032037281980;EAN;332.21;0;Nuevo;;;;update;0,00;21,00
BX80768245K;5032037282086;EAN;251.48;1;Nuevo;;;;update;0,00;21,00
BX80768245KF;5032037282109;EAN;214.93;2;Nuevo;;;;update;0,00;21,00
100-100000931BOX;0730143316439;EAN;176.02;0;Nuevo;;;;update;0,00;21,00
BX80715G6900;5032037238755;EAN;86.09;0;Nuevo;;;;update;0,00;21,00
100-100001084WOF;0730143315289;EAN;529.92;0;Nuevo;;;;update;0,00;21,00
100-100001351WOF;0730143315760;EAN;3432.87;0;Nuevo;;;;update;0,00;21,00
100-100001352WOF;0730143315777;EAN;1920.26;17;Nuevo;;;;update;0,00;21,00
100-100000592BOX;0730143314497;EAN;329.69;1;Nuevo;;;;update;0,00;21,00
100-100001488BOX;0730143316002;EAN;194.11;0;Nuevo;;;;update;0,00;21,00
100-100001489BOX;0730143316040;EAN;182.68;0;Nuevo;;;;update;0,00;21,00
BX80768225;5032037282352;EAN;210.08;0;Nuevo;;;;update;0,00;21,00
BX80768225F;5032037282376;EAN;179.33;3;Nuevo;;;;update;0,00;21,00
BX80768235;5032037282925;EAN;311.98;0;Nuevo;;;;update;0,00;21,00
BX8071514500;5032037279178;EAN;398.23;0;Nuevo;;;;update;0,00;21,00
100-100000718BOX;0730143316934;EAN;253.5;0;Nuevo;;;;update;0,00;21,00
100-100000719WOF;0730143315555;EAN;869.66;0;Nuevo;;;;update;0,00;21,00
100-100001368WOF;0730143315579;EAN;723.99;0;Nuevo;;;;update;0,00;21,00
BX80768265;5032037282512;EAN;486.54;2;Nuevo;;;;update;0,00;21,00
BX80768265F;5032037282734;EAN;449.05;0;Nuevo;;;;update;0,00;21,00
BX80768285;5032037282390;EAN;752.78;0;Nuevo;;;;update;0,00;21,00
BX80768270K;5032037284837;EAN;421.84;4;Nuevo;;;;update;0,00;21,00
100-100001513MPK;0730143317191;EAN;152.01;67;Nuevo;;;;update;0,00;21,00
BE24EQK;4718017562768;EAN;203.52;1;Nuevo;;;;update;0,00;21,00
PA278QV;4718017603614;EAN;280.4;13;Nuevo;;;;update;0,00;21,00
VT229H;4718017058964;EAN;284.54;0;Nuevo;;;;update;0,00;21,00
MB166C;4711081273981;EAN;146.19;29;Nuevo;;;;update;0,00;21,00
PA248QV;4718017603393;EAN;240.91;47;Nuevo;;;;update;0,00;21,00
VA24EQSB-W;4711081867449;EAN;160.21;16;Nuevo;;;;update;0,00;21,00
24E3QAF;4038986141253;EAN;122.79;1;Nuevo;;;;update;0,00;21,00
27E3QAF;4038986181235;EAN;147.02;0;Nuevo;;;;update;0,00;21,00
24B3HA2;4038986151481;EAN;101.72;10;Nuevo;;;;update;0,00;21,00
27B3HA2;4038986181532;EAN;119.85;6;Nuevo;;;;update;0,00;21,00
9S6-3BA9CH-044;4711377087971;EAN;102.17;0;Nuevo;;;;update;0,00;21,00
1.0.99.12.10182-9036;6923172599018;EAN;108.49;0;Nuevo;;;;update;0,00;21,00
1.0.99.12.10206-9005;6923172593238;EAN;183.8;0;Nuevo;;;;update;0,00;21,00
27G4XE;4038986182034;EAN;153.19;2;Nuevo;;;;update;0,00;21,00
32MR50C-B;8806084707628;EAN;177.66;0;Nuevo;;;;update;0,00;21,00
VY229HF;4711387497098;EAN;97.64;136;Nuevo;;;;update;0,00;21,00
27BA560-B;0195174080672;EAN;166.14;98;Nuevo;;;;update;0,00;21,00
BE24ECSBT;4711081905448;EAN;384.49;22;Nuevo;;;;update;0,00;21,00
VA27AQSB;4718017802352;EAN;212.52;0;Nuevo;;;;update;0,00;21,00
BE279QFK;4711387699010;EAN;310.11;7;Nuevo;;;;update;0,00;21,00
25MS550-B;8806096228166;EAN;118.79;37;Nuevo;;;;update;0,00;21,00
UM.QB7EE.601;4711474215512;EAN;179.34;4;Nuevo;;;;update;0,00;21,00
LS24D300GAUXEN;8806095802978;EAN;107.45;2;Nuevo;;;;update;0,00;21,00
27B35HM;4038986182218;EAN;116.6;2;Nuevo;;;;update;0,00;21,00
C32G2ZE;4038986117395;EAN;216.57;0;Nuevo;;;;update;0,00;21,00
CU34V5C/BK;4038986110198;EAN;310.63;6;Nuevo;;;;update;0,00;21,00
VA249QG;4711387795033;EAN;117.58;7;Nuevo;;;;update;0,00;21,00
VA259HGA;4711387740170;EAN;118.09;66;Nuevo;;;;update;0,00;21,00
VA279QG;4711387795118;EAN;128.64;0;Nuevo;;;;update;0,00;21,00
VA279HG;4711387813270;EAN;119.31;0;Nuevo;;;;update;0,00;21,00
UM.HV7EE.G01;4711474177063;EAN;115.4;55;Nuevo;;;;update;0,00;21,00
UM.QV7EE.G01;4711474177056;EAN;92.28;54;Nuevo;;;;update;0,00;21,00
UM.WV7EE.024;4711474082008;EAN;84.66;2;Nuevo;;;;update;0,00;21,00
DELL-SE2425HM;5397184962541;EAN;91.55;0;Nuevo;;;;update;0,00;21,00
VG249QE5A;4711387871454;EAN;124.74;1;Nuevo;;;;update;0,00;21,00
VG279QE5A;4711387871508;EAN;144.43;1;Nuevo;;;;update;0,00;21,00
24E2N1110/00;8721038000399;EAN;97.04;9;Nuevo;;;;update;0,00;21,00
VA249HG;4711387795163;EAN;102.63;18;Nuevo;;;;update;0,00;21,00
UM.QB2EE.G01;4711474157072;EAN;118.2;3;Nuevo;;;;update;0,00;21,00
32U631A-B;8806096358603;EAN;238.22;64;Nuevo;;;;update;0,00;21,00
9S6-3PC39M-072;4711377231916;EAN;207.51;0;Nuevo;;;;update;0,00;21,00
VP229HF;4711387717424;EAN;98.81;9;Nuevo;;;;update;0,00;21,00
VA229QSB;4718017838658;EAN;134.28;0;Nuevo;;;;update;0,00;21,00
VT169HE;4711387406090;EAN;221.4;1;Nuevo;;;;update;0,00;21,00
27E2N1110/00;8721038000412;EAN;119.37;11;Nuevo;;;;update;0,00;21,00
E2225HM;5397184962404;EAN;109.99;98;Nuevo;;;;update;0,00;21,00
9S6-3PD4CM-018;4711377248167;EAN;123.13;0;Nuevo;;;;update;0,00;21,00
24E1N1200A;8721038000436;EAN;110.14;8;Nuevo;;;;update;0,00;21,00
27E1N1200A;8721038000337;EAN;129.39;9;Nuevo;;;;update;0,00;21,00
XGM27PRO5;8435099533290;EAN;136.81;98;Nuevo;;;;update;0,00;21,00
UM.QB7EE.304;4711121413490;EAN;158.03;38;Nuevo;;;;update;0,00;21,00
UM.QB7EE.G06;4711474183958;EAN;138.44;13;Nuevo;;;;update;0,00;21,00
27U631A-B;8806096358559;EAN;169.84;17;Nuevo;;;;update;0,00;21,00
SE2225HM;5397184962534;EAN;101.72;7;Nuevo;;;;update;0,00;21,00
BE24QFK;4711387698990;EAN;223.6;6;Nuevo;;;;update;0,00;21,00
VG27VQ3B;4711387529997;EAN;191.13;1;Nuevo;;;;update;0,00;21,00
272S1AE;8712581767273;EAN;161.14;13;Nuevo;;;;update;0,00;21,00
27E2N1500/00;8721038005455;EAN;147.07;0;Nuevo;;;;update;0,00;21,00
24B31H;4038986142199;EAN;94.15;12;Nuevo;;;;update;0,00;21,00
27B31H;4038986182225;EAN;114.04;18;Nuevo;;;;update;0,00;21,00
Q27B35E;4038986183062;EAN;140.96;0;Nuevo;;;;update;0,00;21,00
U27B3A;4038986181495;EAN;219.52;0;Nuevo;;;;update;0,00;21,00
24G42E;4038986642583;EAN;116.05;0;Nuevo;;;;update;0,00;21,00
CU34V5CW/BK;4038986110273;EAN;410.93;2;Nuevo;;;;update;0,00;21,00
MP273U;4711377192279;EAN;220.72;47;Nuevo;;;;update;0,00;21,00
UM.HB7EE.G02;4711474183972;EAN;156.69;0;Nuevo;;;;update;0,00;21,00
24U411A-B;8806096543757;EAN;102.16;0;Nuevo;;;;update;0,00;21,00
221V8;8712581760175;EAN;106.13;0;Nuevo;;;;update;0,00;21,00
VA24DQFS;4711387754122;EAN;145.9;0;Nuevo;;;;update;0,00;21,00
32UR550K-B;8806096228159;EAN;298.93;0;Nuevo;;;;update;0,00;21,00
27US550-W;8806096253700;EAN;261.97;40;Nuevo;;;;update;0,00;21,00
VG279Q5R;4711387959220;EAN;184.78;95;Nuevo;;;;update;0,00;21,00
VZ249HG;4711636043304;EAN;102.57;16;Nuevo;;;;update;0,00;21,00
VZ249HG-W;4711636157773;EAN;113.52;0;Nuevo;;;;update;0,00;21,00
VZ279HG;4711636043380;EAN;117.54;0;Nuevo;;;;update;0,00;21,00
VZ279HG-W;4711636157780;EAN;131.56;5;Nuevo;;;;update;0,00;21,00
24B36X;4038986143073;EAN;96.58;11;Nuevo;;;;update;0,00;21,00
27B36X;4038986183086;EAN;119.46;1;Nuevo;;;;update;0,00;21,00
Q27B35S3;4038986182768;EAN;163.63;0;Nuevo;;;;update;0,00;21,00
U27B3AF;4038986181501;EAN;231.61;0;Nuevo;;;;update;0,00;21,00
24E4U;4038986142779;EAN;149.5;0;Nuevo;;;;update;0,00;21,00
24P3QW;4038986140775;EAN;194.64;4;Nuevo;;;;update;0,00;21,00
Q32E4U;4038986112956;EAN;263.15;0;Nuevo;;;;update;0,00;21,00
9S6-3PD3CM-027;4711377238311;EAN;134.95;0;Nuevo;;;;update;0,00;21,00
242S1AE/00;8712581764296;EAN;130.73;2;Nuevo;;;;update;0,00;21,00
MB169CK;4711387767535;EAN;135.58;4;Nuevo;;;;update;0,00;21,00
MB16AHV;4711387206492;EAN;181.6;0;Nuevo;;;;update;0,00;21,00
PA278CGV;4711387012376;EAN;439.13;3;Nuevo;;;;update;0,00;21,00
